NOMBRE_LOCALIDAD,FECHA,Ozono
CHAPINERO,2022-03-31,12.334986526913333
CHAPINERO,2022-04-30,11.202638771315144
CHAPINERO,2022-05-31,7.651748853877823
CHAPINERO,2022-06-30,8.635464989233467
CHAPINERO,2022-07-31,6.414405458597865
CHAPINERO,2022-08-31,1.034371991827535
CHAPINERO,2022-09-30,1.0010275469825836
CHAPINERO,2022-10-31,1.0343719918278211
CHAPINERO,2022-11-30,1.0010275469823993
CHAPINERO,2022-12-31,15.629930944237305
CIUDAD BOLIVAR,2013-01-31,
CIUDAD BOLIVAR,2013-02-28,
CIUDAD BOLIVAR,2013-03-31,
CIUDAD BOLIVAR,2013-04-30,
CIUDAD BOLIVAR,2013-05-31,
CIUDAD BOLIVAR,2013-06-30,
CIUDAD BOLIVAR,2013-07-31,
CIUDAD BOLIVAR,2013-08-31,
CIUDAD BOLIVAR,2013-09-30,
CIUDAD BOLIVAR,2013-10-31,
CIUDAD BOLIVAR,2013-11-30,
CIUDAD BOLIVAR,2013-12-31,
CIUDAD BOLIVAR,2014-01-31,
CIUDAD BOLIVAR,2014-02-28,
CIUDAD BOLIVAR,2014-03-31,
CIUDAD BOLIVAR,2014-04-30,
CIUDAD BOLIVAR,2014-05-31,
CIUDAD BOLIVAR,2014-06-30,
CIUDAD BOLIVAR,2014-07-31,
CIUDAD BOLIVAR,2014-08-31,
CIUDAD BOLIVAR,2014-09-30,
CIUDAD BOLIVAR,2014-10-31,
CIUDAD BOLIVAR,2014-11-30,
CIUDAD BOLIVAR,2014-12-31,
CIUDAD BOLIVAR,2015-01-31,
CIUDAD BOLIVAR,2015-02-28,
CIUDAD BOLIVAR,2015-03-31,
CIUDAD BOLIVAR,2015-04-30,
CIUDAD BOLIVAR,2015-05-31,
CIUDAD BOLIVAR,2015-06-30,
CIUDAD BOLIVAR,2015-07-31,
CIUDAD BOLIVAR,2015-08-31,
CIUDAD BOLIVAR,2015-09-30,
CIUDAD BOLIVAR,2015-10-31,
CIUDAD BOLIVAR,2015-11-30,
CIUDAD BOLIVAR,2015-12-31,
CIUDAD BOLIVAR,2016-01-31,
CIUDAD BOLIVAR,2016-02-29,
CIUDAD BOLIVAR,2016-03-31,
CIUDAD BOLIVAR,2016-04-30,
CIUDAD BOLIVAR,2016-05-31,
CIUDAD BOLIVAR,2016-06-30,
CIUDAD BOLIVAR,2016-07-31,
CIUDAD BOLIVAR,2016-08-31,
CIUDAD BOLIVAR,2016-09-30,
CIUDAD BOLIVAR,2016-10-31,
CIUDAD BOLIVAR,2016-11-30,
CIUDAD BOLIVAR,2016-12-31,
CIUDAD BOLIVAR,2017-01-31,
CIUDAD BOLIVAR,2017-02-28,
CIUDAD BOLIVAR,2017-03-31,
CIUDAD BOLIVAR,2017-04-30,
CIUDAD BOLIVAR,2017-05-31,
CIUDAD BOLIVAR,2017-06-30,
CIUDAD BOLIVAR,2017-07-31,
CIUDAD BOLIVAR,2017-08-31,
CIUDAD BOLIVAR,2017-09-30,
CIUDAD BOLIVAR,2017-10-31,
CIUDAD BOLIVAR,2017-11-30,
CIUDAD BOLIVAR,2017-12-31,
CIUDAD BOLIVAR,2018-01-31,
CIUDAD BOLIVAR,2018-02-28,
CIUDAD BOLIVAR,2018-03-31,
CIUDAD BOLIVAR,2018-04-30,
CIUDAD BOLIVAR,2018-05-31,
CIUDAD BOLIVAR,2018-06-30,
CIUDAD BOLIVAR,2018-07-31,
CIUDAD BOLIVAR,2018-08-31,
CIUDAD BOLIVAR,2018-09-30,
CIUDAD BOLIVAR,2018-10-31,
CIUDAD BOLIVAR,2018-11-30,
CIUDAD BOLIVAR,2018-12-31,
CIUDAD BOLIVAR,2019-01-31,
CIUDAD BOLIVAR,2019-02-28,
CIUDAD BOLIVAR,2019-03-31,
CIUDAD BOLIVAR,2019-04-30,
CIUDAD BOLIVAR,2019-05-31,
CIUDAD BOLIVAR,2019-06-30,
CIUDAD BOLIVAR,2019-07-31,
CIUDAD BOLIVAR,2019-08-31,
CIUDAD BOLIVAR,2019-09-30,
CIUDAD BOLIVAR,2019-10-31,
CIUDAD BOLIVAR,2019-11-30,
CIUDAD BOLIVAR,2019-12-31,
CIUDAD BOLIVAR,2020-01-31,
CIUDAD BOLIVAR,2020-02-29,
CIUDAD BOLIVAR,2020-03-31,
CIUDAD BOLIVAR,2020-04-30,
CIUDAD BOLIVAR,2020-05-31,
CIUDAD BOLIVAR,2020-06-30,
CIUDAD BOLIVAR,2020-07-31,
CIUDAD BOLIVAR,2020-08-31,
CIUDAD BOLIVAR,2020-09-30,
CIUDAD BOLIVAR,2020-10-31,
CIUDAD BOLIVAR,2020-11-30,9.15411755488334
CIUDAD BOLIVAR,2020-12-31,10.012541220310196
CIUDAD BOLIVAR,2021-01-31,8.940024289980363
CIUDAD BOLIVAR,2021-02-28,3.5682524899460804
CIUDAD BOLIVAR,2021-03-31,7.497403774475724
CIUDAD BOLIVAR,2021-04-30,8.58627143840982
CIUDAD BOLIVAR,2021-05-31,6.375800232072798
CIUDAD BOLIVAR,2021-06-30,6.024863561465446
CIUDAD BOLIVAR,2021-07-31,4.334941040968992
CIUDAD BOLIVAR,2021-08-31,4.987046577216085
CIUDAD BOLIVAR,2021-09-30,5.290193249262601
CIUDAD BOLIVAR,2021-10-31,11.050317492615877
CIUDAD BOLIVAR,2021-11-30,13.082609430505592
CIUDAD BOLIVAR,2021-12-31,12.72761775607359
CIUDAD BOLIVAR,2022-01-31,13.066951759590086
CIUDAD BOLIVAR,2022-02-28,13.621810291818413
CIUDAD BOLIVAR,2022-03-31,11.379132159096656
CIUDAD BOLIVAR,2022-04-30,11.176811103079622
CIUDAD BOLIVAR,2022-05-31,7.380835057437751
CIUDAD BOLIVAR,2022-06-30,8.121449588653496
CIUDAD BOLIVAR,2022-07-31,7.653097147526345
CIUDAD BOLIVAR,2022-08-31,9.912142918762362
CIUDAD BOLIVAR,2022-09-30,12.562287337079658
CIUDAD BOLIVAR,2022-10-31,12.002098246832531
CIUDAD BOLIVAR,2022-11-30,9.864977536878163
CIUDAD BOLIVAR,2022-12-31,13.030716111353692
ENGATIVA,2013-01-31,12.89536942361961
ENGATIVA,2013-02-28,10.313611957877042
ENGATIVA,2013-03-31,11.982629967523884
ENGATIVA,2013-04-30,7.904531582328122
ENGATIVA,2013-05-31,3.6479587813283296
ENGATIVA,2013-06-30,6.3778780687213965
ENGATIVA,2013-07-31,7.868080875428069
ENGATIVA,2013-08-31,7.764410677254578
ENGATIVA,2013-09-30,11.239558893029345
ENGATIVA,2013-10-31,10.03520668032464
ENGATIVA,2013-11-30,8.1940652288644
ENGATIVA,2013-12-31,6.826358913275328
ENGATIVA,2014-01-31,9.542923455701944
ENGATIVA,2014-02-28,10.942150838087176
ENGATIVA,2014-03-31,13.485716474690122
ENGATIVA,2014-04-30,12.019423161626026
ENGATIVA,2014-05-31,8.27038417704968
ENGATIVA,2014-06-30,4.363457758308068
ENGATIVA,2014-07-31,4.0039671348922665
ENGATIVA,2014-08-31,7.1390153512180055
ENGATIVA,2014-09-30,7.59901384034381
ENGATIVA,2014-10-31,7.886891601911122
ENGATIVA,2014-11-30,7.9600497804106345
ENGATIVA,2014-12-31,9.253561991382442
ENGATIVA,2015-01-31,9.535548061042562
ENGATIVA,2015-02-28,10.800019500926872
ENGATIVA,2015-03-31,10.640814945094466
ENGATIVA,2015-04-30,8.056103157618562
ENGATIVA,2015-05-31,8.554592186455613
ENGATIVA,2015-06-30,5.660194702318132
ENGATIVA,2015-07-31,6.399193695926305
ENGATIVA,2015-08-31,7.188328142667058
ENGATIVA,2015-09-30,9.48269339066865
ENGATIVA,2015-10-31,10.253214753433825
ENGATIVA,2015-11-30,8.246716997990319
ENGATIVA,2015-12-31,6.8358814051877985
ENGATIVA,2016-01-31,14.931363909024425
ENGATIVA,2016-02-29,8.593062147791656
ENGATIVA,2016-03-31,0.41624340646726854
ENGATIVA,2016-04-30,0.40282521125433013
ENGATIVA,2016-05-31,0.41624340646726854
ENGATIVA,2016-06-30,0.4028252112543301
ENGATIVA,2016-07-31,0.41624340646726854
ENGATIVA,2016-08-31,3.260736923524724
ENGATIVA,2016-09-30,2.0704641137621316
ENGATIVA,2016-10-31,2.3568199834242884
ENGATIVA,2016-11-30,5.638471686610591
ENGATIVA,2016-12-31,6.282499544458241
ENGATIVA,2017-01-31,5.661980002423284
ENGATIVA,2017-02-28,8.760419337907322
ENGATIVA,2017-03-31,6.220734966222706
ENGATIVA,2017-04-30,7.390188962862518
ENGATIVA,2017-05-31,5.648025326570485
ENGATIVA,2017-06-30,5.816199533979841
ENGATIVA,2017-07-31,4.369001549612973
ENGATIVA,2017-08-31,6.006784967911953
ENGATIVA,2017-09-30,7.101384003318979
ENGATIVA,2017-10-31,7.831936541066245
ENGATIVA,2017-11-30,8.338130205267792
ENGATIVA,2017-12-31,8.227670611749511
ENGATIVA,2018-01-31,7.610536144077459
ENGATIVA,2018-02-28,9.56397898258488
ENGATIVA,2018-03-31,6.197987980012162
ENGATIVA,2018-04-30,5.008546443994034
ENGATIVA,2018-05-31,2.4851971613113006
ENGATIVA,2018-06-30,3.1209166158229755
ENGATIVA,2018-07-31,4.4824225387469285
ENGATIVA,2018-08-31,7.594315903184416
ENGATIVA,2018-09-30,10.165058992534128
ENGATIVA,2018-10-31,8.045842010188373
ENGATIVA,2018-11-30,9.871602684783875
ENGATIVA,2018-12-31,11.526860219449471
ENGATIVA,2019-01-31,10.920298404425997
ENGATIVA,2019-02-28,11.482736250057748
ENGATIVA,2019-03-31,13.04005971640891
ENGATIVA,2019-04-30,12.810985127040126
ENGATIVA,2019-05-31,9.472960759469148
ENGATIVA,2019-06-30,6.10542657460215
ENGATIVA,2019-07-31,6.820813054450052
ENGATIVA,2019-08-31,9.542641164070947
ENGATIVA,2019-09-30,9.654415244633359
ENGATIVA,2019-10-31,8.594556300187575
ENGATIVA,2019-11-30,8.551185978632923
ENGATIVA,2019-12-31,7.069993301235856
ENGATIVA,2020-01-31,9.39413169306939
ENGATIVA,2020-02-29,10.218439006708435
ENGATIVA,2020-03-31,12.74909097271428
ENGATIVA,2020-04-30,9.391147052768565
ENGATIVA,2020-05-31,6.0906688018938056
ENGATIVA,2020-06-30,5.701326371195946
ENGATIVA,2020-07-31,6.076957536715636
ENGATIVA,2020-08-31,7.3694701939467295
ENGATIVA,2020-09-30,7.583477116036411
ENGATIVA,2020-10-31,9.366360602667177
ENGATIVA,2020-11-30,10.323209960402755
ENGATIVA,2020-12-31,11.112424093204142
ENGATIVA,2021-01-31,11.696311764532746
ENGATIVA,2021-02-28,10.450786935712577
ENGATIVA,2021-03-31,10.75784049287009
ENGATIVA,2021-04-30,9.731698687860101
ENGATIVA,2021-05-31,7.803757123186415
ENGATIVA,2021-06-30,7.4155643656714245
ENGATIVA,2021-07-31,7.095583787155664
ENGATIVA,2021-08-31,8.099933971408824
ENGATIVA,2021-09-30,10.863537409791888
ENGATIVA,2021-10-31,11.295165845151038
ENGATIVA,2021-11-30,13.446292236695552
ENGATIVA,2021-12-31,11.408667025176834
ENGATIVA,2022-01-31,12.404286014813971
ENGATIVA,2022-02-28,13.93320097230184
ENGATIVA,2022-03-31,11.12868929127372
ENGATIVA,2022-04-30,10.786663234778903
ENGATIVA,2022-05-31,7.1522965818746265
ENGATIVA,2022-06-30,7.963769354956415
ENGATIVA,2022-07-31,7.380399562407395
ENGATIVA,2022-08-31,9.557329483388898
ENGATIVA,2022-09-30,12.584766460169462
ENGATIVA,2022-10-31,11.75555620186954
ENGATIVA,2022-11-30,11.022588159629404
ENGATIVA,2022-12-31,14.06050971439349
FONTIBON,2013-01-31,
FONTIBON,2013-02-28,
FONTIBON,2013-03-31,
FONTIBON,2013-04-30,
FONTIBON,2013-05-31,
FONTIBON,2013-06-30,
FONTIBON,2013-07-31,
FONTIBON,2013-08-31,
FONTIBON,2013-09-30,
FONTIBON,2013-10-31,
FONTIBON,2013-11-30,
FONTIBON,2013-12-31,
FONTIBON,2014-01-31,
FONTIBON,2014-02-28,
FONTIBON,2014-03-31,
FONTIBON,2014-04-30,
FONTIBON,2014-05-31,
FONTIBON,2014-06-30,
FONTIBON,2014-07-31,
FONTIBON,2014-08-31,
FONTIBON,2014-09-30,
FONTIBON,2014-10-31,
FONTIBON,2014-11-30,
FONTIBON,2014-12-31,
FONTIBON,2015-01-31,
FONTIBON,2015-02-28,
FONTIBON,2015-03-31,
FONTIBON,2015-04-30,
FONTIBON,2015-05-31,
FONTIBON,2015-06-30,
FONTIBON,2015-07-31,
FONTIBON,2015-08-31,
FONTIBON,2015-09-30,
FONTIBON,2015-10-31,
FONTIBON,2015-11-30,
FONTIBON,2015-12-31,
FONTIBON,2016-01-31,
FONTIBON,2016-02-29,
FONTIBON,2016-03-31,
FONTIBON,2016-04-30,
FONTIBON,2016-05-31,
FONTIBON,2016-06-30,
FONTIBON,2016-07-31,
FONTIBON,2016-08-31,
FONTIBON,2016-09-30,
FONTIBON,2016-10-31,
FONTIBON,2016-11-30,
FONTIBON,2016-12-31,
FONTIBON,2017-01-31,
FONTIBON,2017-02-28,
FONTIBON,2017-03-31,
FONTIBON,2017-04-30,
FONTIBON,2017-05-31,
FONTIBON,2017-06-30,
FONTIBON,2017-07-31,
FONTIBON,2017-08-31,
FONTIBON,2017-09-30,
FONTIBON,2017-10-31,
FONTIBON,2017-11-30,
FONTIBON,2017-12-31,
FONTIBON,2018-01-31,
FONTIBON,2018-02-28,
FONTIBON,2018-03-31,
FONTIBON,2018-04-30,
FONTIBON,2018-05-31,
FONTIBON,2018-06-30,
FONTIBON,2018-07-31,
FONTIBON,2018-08-31,
FONTIBON,2018-09-30,
FONTIBON,2018-10-31,
FONTIBON,2018-11-30,
FONTIBON,2018-12-31,11.064345267042956
FONTIBON,2019-01-31,11.23133025210586
FONTIBON,2019-02-28,11.703899161590348
FONTIBON,2019-03-31,5.635395269583092
FONTIBON,2019-04-30,12.65803004909107
FONTIBON,2019-05-31,7.921099089128255
FONTIBON,2019-06-30,6.428723657846385
FONTIBON,2019-07-31,7.497210283882633
FONTIBON,2019-08-31,10.569211000895235
FONTIBON,2019-09-30,11.372788711391847
FONTIBON,2019-10-31,11.572978195348199
FONTIBON,2019-11-30,12.067472228965983
FONTIBON,2019-12-31,11.070749269757707
FONTIBON,2020-01-31,12.766092178606558
FONTIBON,2020-02-29,15.42029320462735
FONTIBON,2020-03-31,16.903717377457507
FONTIBON,2020-04-30,12.628848621051414
FONTIBON,2020-05-31,8.58446768645624
FONTIBON,2020-06-30,7.441805130613949
FONTIBON,2020-07-31,7.805491485125739
FONTIBON,2020-08-31,10.224329273049575
FONTIBON,2020-09-30,10.919464101330156
FONTIBON,2020-10-31,12.024879557129509
FONTIBON,2020-11-30,12.569887134243068
FONTIBON,2020-12-31,13.539978992939734
FONTIBON,2021-01-31,13.464077222953943
FONTIBON,2021-02-28,10.978664436531272
FONTIBON,2021-03-31,11.779781271066993
FONTIBON,2021-04-30,12.994290261590953
FONTIBON,2021-05-31,9.091815137635562
FONTIBON,2021-06-30,10.565010147661113
FONTIBON,2021-07-31,7.909906046546491
FONTIBON,2021-08-31,10.959842117213043
FONTIBON,2021-09-30,13.85178452931134
FONTIBON,2021-10-31,13.462137053329869
FONTIBON,2021-11-30,14.740302878553202
FONTIBON,2021-12-31,14.69198637830888
FONTIBON,2022-01-31,14.896994677358498
FONTIBON,2022-02-28,18.862443132539514
FONTIBON,2022-03-31,6.834036096240152
FONTIBON,2022-04-30,12.129429733436844
FONTIBON,2022-05-31,9.107988979504666
FONTIBON,2022-06-30,10.614162302161668
FONTIBON,2022-07-31,9.59832635123017
FONTIBON,2022-08-31,11.692924555072846
FONTIBON,2022-09-30,9.418490475850462
FONTIBON,2022-10-31,13.626634298017095
FONTIBON,2022-11-30,13.504042173799544
FONTIBON,2022-12-31,18.925124119904563
KENNEDY,2013-01-31,6.052079655409995
KENNEDY,2013-02-28,5.780864274117245
KENNEDY,2013-03-31,5.425450676083897
KENNEDY,2013-04-30,6.291186196836257
KENNEDY,2013-05-31,4.262132808675939
KENNEDY,2013-06-30,3.9044668218126386
KENNEDY,2013-07-31,3.779461773789885
KENNEDY,2013-08-31,4.110472257021408
KENNEDY,2013-09-30,4.652379846555118
KENNEDY,2013-10-31,5.151510037867087
KENNEDY,2013-11-30,5.85052891279117
KENNEDY,2013-12-31,5.190729463402985
KENNEDY,2014-01-31,5.309620517649255
KENNEDY,2014-02-28,6.105626475237677
KENNEDY,2014-03-31,6.634253559477925
KENNEDY,2014-04-30,5.426095333508045
KENNEDY,2014-05-31,6.077187235738657
KENNEDY,2014-06-30,5.659102399787456
KENNEDY,2014-07-31,5.465760765232452
KENNEDY,2014-08-31,3.407074432001679
KENNEDY,2014-09-30,5.6657668596842585
KENNEDY,2014-10-31,6.474479395500319
KENNEDY,2014-11-30,7.415669051223248
KENNEDY,2014-12-31,6.872842439070725
KENNEDY,2015-01-31,10.008352444646745
KENNEDY,2015-02-28,9.912633798089917
KENNEDY,2015-03-31,7.091169283631897
KENNEDY,2015-04-30,5.367028933488343
KENNEDY,2015-05-31,9.624556381815037
KENNEDY,2015-06-30,4.5748196395991005
KENNEDY,2015-07-31,5.6347429127268756
KENNEDY,2015-08-31,6.748010112827738
KENNEDY,2015-09-30,9.4038863808233
KENNEDY,2015-10-31,10.100284876431058
KENNEDY,2015-11-30,9.296346341622778
KENNEDY,2015-12-31,7.417979805325952
KENNEDY,2016-01-31,15.89074750533082
KENNEDY,2016-02-29,11.183086673951754
KENNEDY,2016-03-31,11.558228305191026
KENNEDY,2016-04-30,6.370548539945942
KENNEDY,2016-05-31,3.122475198421116
KENNEDY,2016-06-30,3.591641275176085
KENNEDY,2016-07-31,3.119643656396628
KENNEDY,2016-08-31,3.0041182476264083
KENNEDY,2016-09-30,2.965984853428716
KENNEDY,2016-10-31,6.960700465137506
KENNEDY,2016-11-30,3.646844990616537
KENNEDY,2016-12-31,3.4455369304098196
KENNEDY,2017-01-31,3.9145370066394802
KENNEDY,2017-02-28,7.792784727434632
KENNEDY,2017-03-31,5.975572570849823
KENNEDY,2017-04-30,6.185385501613245
KENNEDY,2017-05-31,4.160733865824435
KENNEDY,2017-06-30,4.287706257041637
KENNEDY,2017-07-31,3.5837147389334136
KENNEDY,2017-08-31,5.062166046183757
KENNEDY,2017-09-30,5.8272943896317875
KENNEDY,2017-10-31,5.537856204974852
KENNEDY,2017-11-30,6.649790471921613
KENNEDY,2017-12-31,7.890093043269529
KENNEDY,2018-01-31,6.084245752112377
KENNEDY,2018-02-28,9.195168991812624
KENNEDY,2018-03-31,8.287501268406935
KENNEDY,2018-04-30,5.099638587487313
KENNEDY,2018-05-31,4.447586131704769
KENNEDY,2018-06-30,3.162553470019796
KENNEDY,2018-07-31,3.3642831860223184
KENNEDY,2018-08-31,5.9265197227255975
KENNEDY,2018-09-30,7.253587504959516
KENNEDY,2018-10-31,8.129235153960774
KENNEDY,2018-11-30,9.880454998473082
KENNEDY,2018-12-31,8.045591676954334
KENNEDY,2019-01-31,8.024609978162522
KENNEDY,2019-02-28,11.437408910682738
KENNEDY,2019-03-31,13.054446661420862
KENNEDY,2019-04-30,10.0963774041644
KENNEDY,2019-05-31,6.256318293782262
